ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date,Time,Sampling Team,Other - Sampling Team,Location,Sample Type,Sample Code,Collection Method,Biofilm Analyte,Replicate,Strip Position,# Hauls,Field Notes,x,y
20,7586e014-6ffd-4062-aa2f-92c23a21d9fb,6/23/2023 5:07:16 PM,ltimlick_IISD,7/13/2023 1:07:49 AM,ltimlick_IISD,6/23/2023 5:00:00 PM,10:00,"other,KC",ED,M4,Water - Analytical,QAC_0472,Integrated Sampler,,,,,,-93.7285448169136,49.6604022205974
21,4bbbeace-da49-488d-b77a-f6f8c5ab117f,6/23/2023 5:07:52 PM,ltimlick_IISD,6/23/2023 5:07:52 PM,ltimlick_IISD,6/23/2023 5:00:00 PM,10:08,"KC,other",ED,M9,Water - Analytical,QAC_0471,Integrated Sampler,,,,,,0,0
22,2e81ea10-5d4b-4342-a064-41cfedb4763e,6/25/2023 12:02:10 AM,ltimlick_IISD,2/14/2024 11:33:08 PM,ltimlick_IISD,6/22/2023 5:00:00 PM,19:45,"PR,other","KLA, KRoar",M2,Tritium,QAC_0462,Grab Sample,,,,,,-97.1338118381993,49.8961344663858
23,cbd86b92-6241-482f-bde6-318ac5136312,6/25/2023 12:02:11 AM,ltimlick_IISD,10/19/2023 4:27:54 PM,ltimlick_IISD,6/22/2023 5:00:00 PM,19:43,"PR,other","KLA, KRoar",M2,Water - Analytical,QAC_0455,Integrated Sampler,,,,,,-97.1338156749177,49.89613121858
24,b762e366-ab18-4d7d-8b18-ec84aa6c6474,6/25/2023 12:02:13 AM,ltimlick_IISD,2/14/2024 11:33:38 PM,ltimlick_IISD,6/22/2023 5:00:00 PM,19:50,"PR,other","KLA, KRoar",M7,Tritium,QAC_0467,Grab Sample,,,,,,-97.1338206720021,49.8961274996211
25,90e7a62d-a01d-44eb-9f94-a2c3a5e276dc,6/25/2023 12:02:14 AM,ltimlick_IISD,10/19/2023 4:28:11 PM,ltimlick_IISD,6/22/2023 5:00:00 PM,19:48,"PR,other","KLA, KRoar",M7,Water - Analytical,QAC_0460,Integrated Sampler,,,,,,-97.1338095593126,49.8961365515445
26,09041c7f-a357-4686-9d00-31ed4089f162,6/25/2023 12:02:15 AM,ltimlick_IISD,2/14/2024 11:33:15 PM,ltimlick_IISD,6/22/2023 5:00:00 PM,19:56,"PR,other","KLA, KRoar",M4,Tritium,QAC_0464,Grab Sample,,,,,,-97.1338174761264,49.8961301499558
27,898ce098-ad60-4c2c-974e-54dede22f5b9,6/25/2023 12:02:15 AM,ltimlick_IISD,7/13/2023 4:45:02 PM,ltimlick_IISD,6/22/2023 5:00:00 PM,19:55,"PR,other","KLA, KRoar",M4,Water - Analytical,QAC_0454,Integrated Sampler,,,,,,-97.1338235278774,49.8961241429248
28,464c37fd-591e-4016-8890-20b6c1f3d974,6/25/2023 12:02:16 AM,ltimlick_IISD,11/6/2023 10:45:45 PM,ltimlick_IISD,6/22/2023 5:00:00 PM,19:59,"PR,other","KLA, KRoar",M9,Tritium,QAC_0469,Grab Sample,,,,,,-97.1338154733583,49.8961306954803
29,ecaf643c-17a5-430d-9391-29ef9354a200,6/25/2023 12:02:17 AM,ltimlick_IISD,10/19/2023 4:27:49 PM,ltimlick_IISD,6/22/2023 5:00:00 PM,19:58,"PR,other","KLA, KRoar",M9,Water - Analytical,QAC_0453,Integrated Sampler,,,,,,-97.1337951774014,49.8961470264745
30,a4185861-7095-4b3e-aed1-571b02fe725e,6/25/2023 12:02:18 AM,ltimlick_IISD,2/14/2024 11:33:12 PM,ltimlick_IISD,6/22/2023 5:00:00 PM,20:03,"PR,other","KLA, KRoar",M3,Tritium,QAC_0463,Grab Sample,,,,,,-97.1338208000724,49.8961270818189
31,fd00646a-8423-400d-bf2e-7aef2e247b76,6/25/2023 12:02:18 AM,ltimlick_IISD,10/19/2023 4:28:03 PM,ltimlick_IISD,6/22/2023 5:00:00 PM,20:03,"PR,other","KLA, KRoar",M3,Water - Analytical,QAC_0458,Integrated Sampler,,,,,,-97.1338102296658,49.8961375172452
32,17d03806-bf57-4327-9f3a-e21dbd76cf28,6/27/2023 7:11:44 PM,ltimlick_IISD,6/27/2023 7:11:44 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,09:25,"PR,other",KLA/KRoar,M1 (tritium),Tritium,QAC_0489,Integrated Sampler,,,,,,0,0
33,70721aa1-88ad-49dd-9108-be78d0628f62,6/27/2023 7:13:48 PM,ltimlick_IISD,6/27/2023 7:22:35 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,09:32,"PR,other",KLA/KRoar,M5,Tritium,QAC_0492,Integrated Sampler,,,,,,0,0
34,1b8c3a75-e649-4533-aa0c-0dca7ac286ea,6/27/2023 7:24:40 PM,ltimlick_IISD,6/27/2023 7:24:40 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,09:36,"PR,other",KLA/KRoar,M6,Tritium,QAC_0496,Integrated Sampler,,,,,,0,0
35,1b006b22-513c-448f-a64c-23c04bf14bdb,6/27/2023 7:26:17 PM,ltimlick_IISD,6/27/2023 7:26:17 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,09:39,"PR,other",KLA/KRoar,M8,Tritium,QAC_0491,Integrated Sampler,,,,,,0,0
36,5c636b5f-1277-48dd-aedd-4ce7bf1ec1de,6/27/2023 7:27:18 PM,ltimlick_IISD,6/27/2023 7:27:18 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,09:44,"PR,other",KLA/KRoar,M2,Tritium,QAC_0490,Integrated Sampler,,,,,,0,0
37,e0658c8c-0157-4925-99a9-b2002345f87d,6/27/2023 7:31:57 PM,ltimlick_IISD,7/13/2023 4:55:46 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,09:47,"PR,other",KLA/KRoar,M7,Tritium,QAC_0495,Integrated Sampler,,,,,,0,0
38,f790bcfa-4924-4a7a-9fb3-93853303c3ac,6/27/2023 7:41:19 PM,ltimlick_IISD,6/27/2023 7:41:19 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,09:51,"PR,other",KLA/KRoar,M4,Tritium,QAC_0497,Integrated Sampler,,,,,,0,0
39,f2b79adb-377e-4e41-8583-8a94a0560514,6/27/2023 7:42:01 PM,ltimlick_IISD,6/27/2023 7:42:01 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,09:55,"PR,other",KLA/KRoar,M9,Tritium,QAC_0493,Integrated Sampler,,,,,,0,0
40,97f76bec-0b76-4650-85af-70828e3a295a,6/27/2023 7:43:01 PM,ltimlick_IISD,6/27/2023 7:43:01 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,10:01,"PR,other",KLA/KRoar,M3,Tritium,QAC_0494,Integrated Sampler,,,,,,0,0
41,a4d1dca3-9d49-4f94-a49f-71f2f8875c31,6/27/2023 7:46:52 PM,ltimlick_IISD,6/27/2023 7:46:52 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,09:43,"PR,other",KLA/KRoar,M2,Water - Analytical,QAC_0485,Integrated Sampler,,,,,,0,0
42,da905d6d-f61f-4164-8b00-50c980354aec,6/27/2023 7:49:05 PM,ltimlick_IISD,6/27/2023 7:49:05 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,09:46,"PR,other",KLA/KRoar,M7,Water - Analytical,QAC_0484,Integrated Sampler,,,,,,0,0
43,6a7b6913-3a9b-4fb8-a407-c219b62dde73,6/27/2023 7:50:59 PM,ltimlick_IISD,6/27/2023 7:50:59 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,09:51,"PR,other",KLA/KRoar,M4,Water - Analytical,QAC_0487,Integrated Sampler,,,,,,0,0
44,5c1543af-9bfe-4555-a3dd-2bc97772b366,6/27/2023 7:51:48 PM,ltimlick_IISD,6/27/2023 7:51:48 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,09:55,"PR,other",KLA/KRoar,M9,Water - Analytical,QAC_0488,Integrated Sampler,,,,,,0,0
45,f46067aa-3b75-4f51-a319-d202a7ad1466,6/27/2023 7:52:28 PM,ltimlick_IISD,6/27/2023 7:52:28 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,10:00,"PR,other",KLA/KRoar,M3,Water - Analytical,QAC_0486,Integrated Sampler,,,,,,0,0
46,17658f04-57c1-4127-9f29-6f2a76cebba8,6/27/2023 7:54:23 PM,ltimlick_IISD,6/27/2023 7:54:23 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,14:14,"PR,other",KLA/KRoar,M6,Sediment Jars,QAC_0501,,,,,,,0,0
47,0084acc6-ddfd-4f78-ab1c-943440f15fd6,6/27/2023 7:55:09 PM,ltimlick_IISD,6/27/2023 7:55:09 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,14:22,"PR,other",KLA/KRoar,M5,Sediment Jars,QAC_0502,,,,,,,0,0
48,86a41e7a-7337-40cb-ab80-f616047e93e1,6/27/2023 7:55:59 PM,ltimlick_IISD,6/27/2023 7:55:59 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,14:29,"PR,other",KLA/KRoar,M8,Sediment Jars,QAC_0504,,,,,,,0,0
49,78e6d9ea-887e-44d6-b152-22fc8b884114,6/27/2023 7:56:40 PM,ltimlick_IISD,6/27/2023 7:56:40 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,14:35,"PR,other",KLA/KRoar,M2,Sediment Jars,QAC_0498,,,,,,,0,0
50,9896820d-d95f-4348-b787-78e77c42d5b7,6/27/2023 7:57:41 PM,ltimlick_IISD,6/27/2023 7:57:41 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,14:42,"PR,other",KLA/KRoar,M7,Sediment Jars,QAC_0503,,,,,,,0,0
51,bc257559-a9f8-4ff2-8e89-e4e4f37f8183,6/27/2023 7:58:31 PM,ltimlick_IISD,6/27/2023 7:58:31 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,14:49,"PR,other",KLA/KRoar,M4,Sediment Jars,QAC_0500,,,,,,,0,0
52,d5ee9d67-1877-41a5-b5c1-e06fa89b9b97,6/27/2023 7:59:15 PM,ltimlick_IISD,6/27/2023 7:59:15 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,14:57,"PR,other",KLA/KRoar,M9,Sediment Jars,QAC_0505,,,,,,,0,0
53,ee676710-593d-4de7-8616-43b91cec679e,6/27/2023 8:00:36 PM,ltimlick_IISD,6/27/2023 8:00:36 PM,ltimlick_IISD,6/24/2023 5:00:00 PM,15:03,"PR,other",KLA/KRoar,M3,Sediment Jars,QAC_0499,,,,,,,0,0
54,2a5c5bb2-0f85-43d2-bb7b-78031b812f65,6/27/2023 8:20:43 PM,ltimlick_IISD,6/27/2023 8:20:43 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:02,"LD,CC,KC",,M1 (tritium),Tritium,QAC_0522,Integrated Sampler,,,,,,0,0
55,2efe5790-1f86-41fd-a602-58374283119b,6/27/2023 8:21:20 PM,ltimlick_IISD,6/27/2023 8:21:20 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:07,"LD,CC,KC",,M5,Tritium,QAC_0514,Integrated Sampler,,,,,,0,0
56,0a5f9109-7800-44bd-b040-1ef752b15d76,6/27/2023 8:22:12 PM,ltimlick_IISD,6/27/2023 8:22:12 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:19,"KC,LD,CC",,M6,Tritium,QAC_0515,Integrated Sampler,,,,,,0,0
57,15434e29-b7a1-4f61-ac52-b79665de889f,6/27/2023 8:22:47 PM,ltimlick_IISD,7/13/2023 3:22:59 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:28,"LD,CC,KC",,M8,Tritium,QAC_0516,Integrated Sampler,,,,,,0,0
58,a2893a55-dc5e-4330-a0fe-a5e778032f57,6/27/2023 8:23:31 PM,ltimlick_IISD,7/13/2023 5:09:43 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:37,"CC,LD,KC",,M2,Tritium,QAC_0517,Integrated Sampler,,,,,,0,0
59,4e4b1b23-6f80-43f0-ad1f-98952bde2c40,6/27/2023 8:24:44 PM,ltimlick_IISD,6/27/2023 8:24:44 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:55,"CC,KC,LD",,M4,Tritium,QAC_0519,Integrated Sampler,,,,,,0,0
60,0b950a7a-e314-49fc-ba7a-d9a5af33b03a,6/27/2023 8:25:37 PM,ltimlick_IISD,6/27/2023 8:25:37 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,16:04,"LD,KC,CC",,M9,Tritium,QAC_0520,Integrated Sampler,,,,,,0,0
61,6a8c152a-56c7-4999-8eaa-d06fd39eb01b,6/27/2023 8:26:20 PM,ltimlick_IISD,6/27/2023 8:26:20 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,16:13,"KC,CC,LD",,M3,Tritium,QAC_0521,Integrated Sampler,,,,,,0,0
62,83cc51d8-ca98-4641-b630-be2c98308200,6/27/2023 8:26:51 PM,ltimlick_IISD,6/27/2023 8:26:51 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:38,"LD,CC,KC",,M2,Water - Analytical,QAC_0603,Integrated Sampler,,,,,,0,0
63,677dfb7e-77a5-45ef-9860-63096ecd16ad,6/27/2023 8:27:58 PM,ltimlick_IISD,6/27/2023 8:27:58 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:47,"KC,LD,CC",,M7,Water - Analytical,QAC_0604,Integrated Sampler,,,,,Murky looking water in enclosure,0,0
64,7ef53946-89ae-4336-8fc3-247638415222,6/27/2023 8:28:47 PM,ltimlick_IISD,6/27/2023 8:28:47 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:56,"KC,LD,CC",,M4,Water - Analytical,QAC_0606,Integrated Sampler,,,,,,0,0
65,cb5c3b56-b0ef-42ad-b1a0-1f7eae1a04d5,6/27/2023 8:29:49 PM,ltimlick_IISD,7/13/2023 3:23:03 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,16:05,"KC,CC,LD",,M9,Water - Analytical,QAC_0602,Integrated Sampler,,,,,,0,0
66,be9d3f5d-20ba-4f94-8f6e-8ea71b55e905,6/27/2023 8:30:35 PM,ltimlick_IISD,6/27/2023 8:30:35 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,16:14,"KC,CC,LD",,M9,Water - Analytical,QAC_0605,Integrated Sampler,,,,,,0,0
67,e2afa037-0020-417b-8b1d-8e634a5875a5,6/27/2023 8:51:09 PM,ltimlick_IISD,6/27/2023 8:51:09 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:14,"KC,CC,LD",,M5,Sediment Jars,QAC_0506,,,,,,,0,0
68,58acc230-3df6-43aa-af13-b26cee0756ad,6/27/2023 8:52:10 PM,ltimlick_IISD,6/27/2023 8:52:10 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:20,"LD,CC,KC",,M6,Sediment Jars,QAC_0507,,,,,,,0,0
69,e7bce097-54d7-4f04-886c-9dda3fd557a1,6/27/2023 8:53:25 PM,ltimlick_IISD,7/13/2023 1:08:09 AM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:32,"LD,CC,KC",,M8,Sediment Jars,QAC_0508,,,,,,,0,0
70,66209803-6d0b-40a6-9b87-12250eae4461,6/27/2023 8:54:15 PM,ltimlick_IISD,6/27/2023 8:54:15 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:39,"LD,CC,KC",,M2,Sediment Jars,QAC_0509,,,,,,,0,0
71,8ae013c4-3c3d-4020-94a1-200dedf5ef74,6/27/2023 8:55:38 PM,ltimlick_IISD,6/27/2023 8:55:38 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:48,"LD,KC,CC",,M7,Sediment Jars,QAC_0510,,,,,,,0,0
72,8c8e4c43-2236-433c-99b1-eb108466102d,6/27/2023 8:56:40 PM,ltimlick_IISD,6/27/2023 8:56:40 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,15:57,"CC,LD,KC",,M4,Sediment Jars,QAC_0511,,,,,,,0,0
73,71fc3b51-ff6c-4067-a3ad-0ce749f8d27c,6/27/2023 8:57:35 PM,ltimlick_IISD,6/27/2023 8:57:35 PM,ltimlick_IISD,6/26/2023 5:00:00 PM,16:06,"LD,CC,KC",,M9,Sediment Jars,QAC_0512,,,,,,,0,0
74,5a5bd18a-8e10-462a-8210-86eeaef77ecd,6/27/2023 8:58:34 PM,ltimlick_IISD,7/13/2023 1:08:11 AM,ltimlick_IISD,6/26/2023 5:00:00 PM,16:15,"LD,KC,CC",,M3,Sediment Jars,QAC_0513,,,,,,,0,0
75,06677e6f-b055-45db-9ae2-0f81d670e45b,6/27/2023 9:04:43 PM,ltimlick_IISD,6/27/2023 9:08:12 PM,ltimlick_IISD,6/27/2023 5:00:00 PM,09:27,"LD,KC,other",JW,M5,Hester-Dendys,QAC_0610,,,,,,,0,0
76,a9b32838-398e-46a6-a9d7-bf8efdf3fdda,6/27/2023 9:05:29 PM,ltimlick_IISD,6/27/2023 9:07:31 PM,ltimlick_IISD,6/27/2023 5:00:00 PM,09:45,"KC,LD,other",JW,M6,Hester-Dendys,QAC_0611,,,,,,,0,0
77,7814eb5a-0aff-4370-aa67-f3071d33d927,6/27/2023 9:07:09 PM,ltimlick_IISD,6/27/2023 9:07:09 PM,ltimlick_IISD,6/27/2023 5:00:00 PM,10:07,"LD,KC,other",JW,M8,Hester-Dendys,QAC_0613,,,,,,,0,0
78,95f299e0-90f2-4a8f-9995-df8a4f5e28b6,6/27/2023 9:09:30 PM,ltimlick_IISD,6/27/2023 9:09:30 PM,ltimlick_IISD,6/27/2023 5:00:00 PM,10:30,"LD,KC,other",JW,M2,Hester-Dendys,QAC_0612,,,,,,,0,0
79,f4f0d629-663f-4a5c-b0ac-54a70c78bb41,6/27/2023 9:10:53 PM,ltimlick_IISD,6/27/2023 9:10:53 PM,ltimlick_IISD,6/27/2023 5:00:00 PM,11:02,"LD,KC,other",JW,M7,Hester-Dendys,QAC_0607,,,,,,,0,0
80,998ce528-54ec-4501-a14f-80b341c15a28,6/27/2023 9:12:01 PM,ltimlick_IISD,6/27/2023 9:12:01 PM,ltimlick_IISD,6/27/2023 5:00:00 PM,11:15,"LD,KC,other",JW,M4,Hester-Dendys,QAC_0609,,,,,,,0,0
81,6d67ea8c-63a1-40b1-a6bc-7c3e103126c1,6/27/2023 9:12:58 PM,ltimlick_IISD,6/27/2023 9:12:58 PM,ltimlick_IISD,6/27/2023 5:00:00 PM,11:28,"LD,KC",,M9,Hester-Dendys,QAC_0608,,,,,,,0,0
82,226657be-c787-44cb-87df-053552663c4e,6/27/2023 9:14:06 PM,ltimlick_IISD,7/13/2023 3:23:08 PM,ltimlick_IISD,6/27/2023 5:00:00 PM,11:42,"LD,KC,other",JW,M3,Hester-Dendys,QAC_0614,,,,,,,0,0
83,ff486f85-5c02-4874-9f62-5a170421950f,7/3/2023 8:41:53 PM,ltimlick_IISD,7/3/2023 8:41:53 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:08,"CC,KC",,M1 (tritium),Tritium,QAC_0704,Grab Sample,,,,,,0,0
84,6bde082f-e382-4481-b921-b1347eed0d2b,7/3/2023 8:42:28 PM,ltimlick_IISD,7/3/2023 8:42:28 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:11,"CC,KC",,M5,Tritium,QAC_0708,Grab Sample,,,,,,0,0
85,00f44b15-2e92-406f-a110-659902ee2c21,7/3/2023 8:43:19 PM,ltimlick_IISD,7/3/2023 8:43:19 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:14,"CC,KC",,M6,Tritium,QAC_0709,Grab Sample,,,,,,0,0
86,9bb3b0d9-19c8-4107-8bc5-5a55fa43c6f5,7/3/2023 8:44:19 PM,ltimlick_IISD,7/3/2023 8:44:19 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:16,"CC,KC",,M8,Tritium,QAC_0711,Grab Sample,,,,,,0,0
87,2a14c723-416c-44a1-a6e5-c1a2aaeddecd,7/3/2023 8:44:55 PM,ltimlick_IISD,7/3/2023 8:44:55 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:20,"CC,KC",,M2,Tritium,QAC_0705,Grab Sample,,,,,,0,0
88,5cfb9705-e310-4698-82f9-3d73022fd334,7/3/2023 8:45:28 PM,ltimlick_IISD,7/3/2023 8:45:28 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:25,"CC,KC",,M7,Tritium,QAC_0710,Grab Sample,,,,,,0,0
89,174e5f5d-de8b-4513-9770-d47820b5f2f6,7/3/2023 8:46:15 PM,ltimlick_IISD,7/3/2023 8:46:15 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:28,"CC,KC",,M4,Tritium,QAC_0707,Grab Sample,,,,,,0,0
90,d2d1b35f-ad17-47ff-a394-61446a67fe6e,7/3/2023 8:47:18 PM,ltimlick_IISD,7/3/2023 8:47:18 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:32,"CC,KC",,M9,Tritium,QAC_0712,Grab Sample,,,,,,0,0
91,a488978d-5598-41c5-8b24-b4d6ce940e20,7/3/2023 8:47:59 PM,ltimlick_IISD,7/3/2023 8:47:59 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:36,"CC,KC",,M3,Tritium,QAC_0706,Grab Sample,,,,,,0,0
92,48581510-0d1e-49a1-b7ff-070b9912f1e3,7/3/2023 8:49:16 PM,ltimlick_IISD,7/3/2023 8:49:16 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:20,"CC,KC",,M2,Water - Analytical,QAC_0713,Grab Sample,,,,,,0,0
93,d62612d9-a0a7-4f69-aa50-fd52e47bec2f,7/3/2023 8:49:52 PM,ltimlick_IISD,7/3/2023 8:49:52 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:25,"CC,KC",,M7,Water - Analytical,QAC_0718,Grab Sample,,,,,,0,0
